long,lat,neighborhood,wths_increase
-87.90196611,42.43139313,9325300,$250.97
-87.90196935,42.43103639,9325300,$241.29
-87.9019726,42.43067964,9325300,$205.81
-87.90197584,42.4303229,9325300,$264.90
-87.90197902,42.4299335,9325300,$315.44
-87.90351372,42.42912131,9325300,$253.29
-87.90295912,42.42911108,9325300,$274.58
-87.90243005,42.42924836,9325300,$268.15
-87.89787813,42.4290369,9336200,$107.40
-87.89697729,42.42903032,9336200,$84.64
-87.89370365,42.43175799,9325400,$0.64
-87.89320438,42.43175118,9325400,$9.66
-87.89345974,42.43126117,9325400,$0.00
-87.89371393,42.43076732,9325400,$0.64
-87.8932149,42.43076193,9325400,$0.64
-87.8924855,42.43124679,9325400,$0.00
-87.8919734,42.43189915,9325400,$0.00
-87.89197708,42.43156987,9325400,$0.00
-87.89198075,42.43124059,9399999,$0.00
-87.89198638,42.43074669,9325400,$16.33
-87.89125378,42.43123235,9325400,$78.44
-87.89074901,42.4312261,9325400,$481.71
-87.89001581,42.43170792,9325400,$51.23
-87.89002776,42.43072772,9325400,$261.12
-87.88945528,42.43170028,9325400,$49.20
-87.88971464,42.43121424,9325400,$67.77
-87.88946737,42.43072174,9325400,$76.59
-87.89322854,42.4294558,9325400,$309.43
-87.89372627,42.42946102,9325400,$294.99
-87.89250481,42.42944959,9325400,$78.25
-87.89200052,42.42944523,9325400,$111.19
-87.89127401,42.42943898,9325400,$342.83
-87.89076638,42.42973441,9325400,$307.60
-87.89077539,42.42892842,9325400,$247.25
-87.89015993,42.42942932,9325400,$165.65
-87.88990773,42.42942709,9325400,$86.84
-87.88948318,42.42942363,9325400,$118.52
-87.88886032,42.43543066,9325200,$53.71
-87.88886271,42.43523878,9325200,$53.71
-87.88886525,42.43504755,9325200,$53.71
-87.88886805,42.43485567,9325200,$53.71
-87.88887007,42.43466252,9325200,$53.71
-87.8888749,42.43427686,9325200,$53.71
-87.88887665,42.4340842,9325200,$53.71
-87.88887933,42.43389221,9325200,$53.71
-87.88888176,42.43370042,9325200,$53.71
-87.88888096,42.43350801,9325200,$53.93
-87.88886038,42.43331509,9325200,$55.65
-87.8888117,42.43312456,9325200,$58.61
-87.88886982,42.43295454,9325200,$52.76
-87.88892951,42.43271989,9325200,$62.40
-87.88875921,42.43253451,9325200,$63.27
-87.88840223,42.43253974,9325200,$48.53
-87.8881561,42.43260327,9325200,$51.74
-87.88797892,42.43247691,9325200,$46.54
-87.88775553,42.43236008,9325200,$56.62
-87.88877392,42.43225666,9325200,$63.61
-87.88837797,42.43226441,9325200,$54.63
-87.88808622,42.43214812,9325200,$56.84
-87.88894011,42.43206834,9325200,$62.13
-87.88892678,42.43177046,9325200,$64.63
-87.88864388,42.43162104,9325200,$57.29
-87.88887129,42.43140528,9325200,$65.57
-87.88888656,42.43116014,9325200,$61.99
-87.88888071,42.43093103,9325200,$59.90
-87.88888314,42.43071152,9325200,$59.90
-87.88888585,42.43049219,9325200,$59.90
-87.88888814,42.43027263,9325200,$59.90
-87.88889125,42.43005346,9325200,$59.90
-87.88889357,42.42983382,9325200,$59.90
-87.88889551,42.42961417,9325200,$59.90
-87.8889008,42.42939592,9325200,$59.78
-87.88895405,42.42915338,9325200,$61.18
-87.88866226,42.42882204,9325240,$0.01
-87.88809828,42.42889336,9325200,$63.81
-87.88802644,42.42912292,9325200,$52.20
-87.8880927,42.42931807,9325200,$51.12
-87.88811885,42.42947721,9325200,$53.50
-87.88818588,42.42964883,9325200,$46.84
-87.88818993,42.42984701,9325200,$52.59
-87.88786853,42.42976098,9325200,$54.17
-87.88764666,42.42981724,9325200,$50.74
-87.88742127,42.42983793,9325200,$46.65
-87.88719469,42.42984071,9325200,$46.23
-87.88696267,42.42982447,9325200,$47.55
-87.8867439,42.429775,9325200,$46.44
-87.8864947,42.42971569,9325200,$55.13
-87.88759353,42.42946155,9325200,$60.70
-87.88729727,42.4295418,9325200,$52.08
-87.88702851,42.42948189,9325200,$51.79
-87.88680506,42.42943247,9325200,$52.17
-87.88654563,42.4294062,9325200,$53.30
-87.88767183,42.42921584,9325200,$54.73
-87.88762601,42.42893134,9325250,$59.46
-87.88731892,42.42886045,9325250,$49.45
-87.88704338,42.42889702,9325250,$46.31
-87.88681236,42.42889913,9325250,$46.68
-87.88654981,42.42889647,9325250,$50.74
-87.88713756,42.42867325,9325240,$0.00
-87.88931008,42.43527443,9325260,$60.08
-87.88936491,42.43506558,9325260,$56.71
-87.88935409,42.43488733,9325260,$55.66
-87.8893542,42.43468334,9325260,$61.13
-87.89319263,42.43530959,9325260,$59.94
-87.89310372,42.43507757,9325260,$59.32
-87.89283994,42.43492339,9325260,$61.40
-87.89255519,42.43499134,9325260,$57.23
-87.89221699,42.43512644,9325260,$58.08
-87.89219619,42.43490443,9325260,$55.35
-87.89231737,42.43473098,9325260,$54.40
-87.89253284,42.43462117,9325260,$55.38
-87.89270406,42.43448624,9325260,$56.75
-87.89284308,42.43430792,9325260,$56.27
-87.89292235,42.43411298,9325260,$56.33
-87.89292492,42.43392117,9325260,$53.34
-87.89293292,42.43356369,9325240,$0.00
-87.8929421,42.43320707,9325260,$52.88
-87.8929558,42.4330201,9325260,$55.46
-87.89292321,42.43281925,9325260,$56.90
-87.89279921,42.43262822,9325260,$57.22
-87.89262758,42.43243825,9325260,$63.23
-87.89238165,42.43233348,9325260,$64.70
-87.89206026,42.43232857,9325260,$62.11
-87.89176868,42.43233202,9325260,$58.79
-87.89150017,42.43232831,9325260,$58.79
-87.89123167,42.4323246,9325260,$58.79
-87.89096317,42.43232089,9325260,$58.79
-87.89069467,42.43231718,9325260,$58.79
-87.89042616,42.43231347,9325260,$58.79
-87.89015866,42.43230838,9325260,$58.61
-87.88984973,42.43226353,9325260,$61.19
-87.88944549,42.43230232,9325260,$71.49
-87.88935013,42.43424987,9325260,$63.41
-87.88937233,42.43401536,9325260,$61.62
-87.8895414,42.43384097,9325260,$57.38
-87.88973964,42.4337086,9325260,$52.90
-87.88993036,42.43358319,9325260,$55.39
-87.89006127,42.43339526,9325260,$58.88
-87.89005283,42.43318846,9325260,$52.82
-87.88942427,42.43329239,9325240,$0.00
-87.8901348,42.43287307,9325260,$61.83
-87.88981543,42.43292476,9325260,$55.69
-87.88955078,42.43282037,9325260,$57.60
-87.88937011,42.43258181,9325260,$64.03
-87.88571083,42.43538871,9325200,$54.59
-87.88555688,42.43523153,9325200,$50.09
-87.88542904,42.43508759,9325200,$46.69
-87.88530235,42.43495209,9325200,$46.69
-87.88517073,42.43481879,9325200,$46.70
-87.88517073,42.43481879,9325200,$46.70
-87.88504185,42.43468201,9325200,$46.69
-87.88489786,42.4345441,9325200,$50.43
-87.88476092,42.434384,9325200,$53.80
-87.88472703,42.43419688,9325200,$51.87
-87.88474309,42.43402049,9325200,$46.23
-87.88474557,42.43385538,9325200,$46.23
-87.88473512,42.43367648,9325200,$51.90
-87.88479508,42.43349236,9325200,$52.30
-87.8849603,42.43331769,9325200,$54.91
-87.88534958,42.43556789,9325220,$58.46
-87.88518958,42.43539795,9325220,$50.34
-87.88505119,42.43527554,9325220,$42.53
-87.88493815,42.43515724,9325220,$41.95
-87.88482504,42.43503899,9325220,$42.53
-87.88468556,42.43491654,9325220,$50.34
-87.8846376,42.43322726,9325240,$0.00
-87.88431609,42.43304865,9325240,$0.00
-87.88424642,42.43296972,9325280,$1.68
-87.88825527,42.43503205,9325200,$54.42
-87.8879981,42.4350308,9325200,$46.23
-87.88777537,42.43502953,9325200,$46.23
-87.8875523,42.43502794,9325200,$46.23
-87.88732974,42.43502642,9325200,$46.23
-87.88710854,42.43502492,9325200,$46.23
-87.886887,42.43502325,9325200,$46.23
-87.8866641,42.43502223,9325200,$46.23
-87.88642923,42.43503145,9325200,$51.41
-87.88618349,42.43499079,9325200,$54.23
-87.88600866,42.43485707,9325200,$48.54
-87.8858771,42.43470159,9325200,$52.22
-87.88572692,42.43454474,9325200,$52.22
-87.8855803,42.43438769,9325200,$52.04
-87.88544087,42.43423823,9325200,$52.06
-87.88537074,42.43406822,9325200,$48.35
-87.88536227,42.43386825,9325200,$47.62
-87.88544271,42.43365196,9325200,$57.16
-87.88825946,42.43470542,9325200,$54.40
-87.88800177,42.43470279,9325200,$46.23
-87.8877787,42.4347015,9325200,$46.23
-87.88755597,42.43469987,9325200,$46.23
-87.88733341,42.43469833,9325200,$46.23
-87.88711221,42.4346968,9325200,$46.23
-87.88688458,42.43469962,9325200,$48.54
-87.88662826,42.43469856,9325200,$53.73
-87.8863765,42.43463377,9325200,$55.63
-87.88619143,42.43448761,9325200,$52.59
-87.88605017,42.43432257,9325200,$52.27
-87.88595785,42.43416357,9325200,$51.73
-87.88589396,42.43399482,9325200,$52.88
-87.88572238,42.43385238,9325200,$52.29
-87.88818826,42.43426316,9325200,$54.42
-87.88819148,42.43407257,9325200,$46.23
-87.88819267,42.43390767,9325200,$46.23
-87.88819559,42.43374314,9325200,$46.23
-87.88819454,42.4335694,9325200,$51.96
-87.88816711,42.43339412,9325200,$51.62
-87.88808094,42.43323037,9325200,$51.58
-87.88795015,42.43308483,9325200,$50.74
-87.88776487,42.43296664,9325200,$51.41
-87.8875575,42.43285516,9325200,$51.86
-87.88734562,42.43273939,9325200,$52.22
-87.88713588,42.43261614,9325200,$52.81
-87.88694497,42.4324785,9325200,$52.67
-87.88676763,42.43233408,9325200,$52.22
-87.88659949,42.4321925,9325200,$51.46
-87.88641979,42.43207218,9325200,$50.34
-87.88621116,42.43198933,9325200,$49.05
-87.88598757,42.43194052,9325200,$47.09
-87.88572371,42.43190679,9325200,$53.64
-87.88774442,42.43426147,9325200,$54.42
-87.88774596,42.43406569,9325200,$50.08
-87.88774784,42.43388888,9325200,$49.31
-87.88775575,42.43370629,9325200,$51.45
-87.88773247,42.43350772,9325200,$52.89
-87.88761878,42.43331688,9325200,$53.29
-87.88741963,42.4331743,9325200,$53.26
-87.8871995,42.43305915,9325200,$51.84
-87.8869939,42.43294425,9325200,$51.54
-87.88679672,42.43282621,9325200,$51.33
-87.88661473,42.43269782,9325200,$51.58
-87.88644864,42.43256214,9325200,$51.39
-87.88627343,42.43241991,9325200,$53.32
-87.88606558,42.43231208,9325200,$51.68
-87.8858409,42.43224271,9325200,$48.88
-87.88557791,42.43218786,9325200,$53.76
-87.88714942,42.43422937,9325200,$51.05
-87.88707959,42.43401041,9325200,$46.23
-87.88709169,42.43384066,9325200,$48.18
-87.88708926,42.43365111,9325200,$53.31
-87.88692663,42.43351909,9325200,$51.39
-87.88674112,42.43341738,9325200,$46.23
-87.88656199,42.43331834,9325200,$47.26
-87.88638224,42.4332144,9325200,$48.58
-87.88621133,42.43310235,9325200,$49.42
-87.88604657,42.43298449,9325200,$50.15
-87.88589584,42.43285545,9325200,$51.42
-87.88571453,42.43274541,9325200,$51.79
-87.88550027,42.43268436,9325200,$47.59
-87.88524997,42.43259733,9325200,$55.55
-87.88684446,42.43424385,9325200,$51.30
-87.88664932,42.43411216,9325200,$51.43
-87.88662282,42.43392111,9325200,$52.87
-87.88654035,42.43375342,9325200,$55.38
-87.88636861,42.43361324,9325200,$52.56
-87.88616996,42.43349847,9325200,$49.34
-87.88597719,42.43339312,9325200,$47.59
-87.88580156,42.43328012,9325200,$49.08
-87.88563179,42.43316377,9325200,$49.33
-87.88546141,42.43303616,9325200,$51.27
-87.88524697,42.43293965,9325200,$46.40
-87.88500855,42.43284563,9325200,$53.68
-87.88727356,42.43208109,9325200,$56.07
-87.88747285,42.431946,9325200,$47.00
-87.88763926,42.43183237,9325200,$47.00
-87.88781319,42.43172054,9325200,$48.95
-87.88796344,42.43158523,9325200,$49.63
-87.88807613,42.43142869,9325200,$49.63
-87.88814555,42.43125844,9325200,$49.80
-87.88816183,42.43108529,9325200,$47.13
-87.88815761,42.43091859,9325200,$46.23
-87.88815904,42.43075358,9325200,$46.23
-87.88816083,42.43058855,9325200,$46.23
-87.88816185,42.43042364,9325200,$46.23
-87.88816474,42.43023254,9325200,$54.61
-87.88696081,42.43184875,9325200,$54.35
-87.88714852,42.43171872,9325200,$46.23
-87.88732349,42.43160761,9325200,$48.77
-87.88749738,42.43147965,9325200,$52.51
-87.88763435,42.43132205,9325200,$53.30
-87.88770929,42.43114161,9325200,$52.73
-87.88772087,42.43095883,9325200,$49.31
-87.88771433,42.43078815,9325200,$46.23
-87.88771453,42.43062186,9325200,$46.23
-87.8877158,42.4304568,9325200,$46.23
-87.88772591,42.43026159,9325200,$55.44
-87.88638404,42.4315458,9325200,$59.93
-87.88608289,42.43145571,9325200,$48.33
-87.88581937,42.43142491,9325200,$55.00
-87.88658262,42.43140874,9325200,$51.59
-87.88676678,42.43130768,9325200,$46.26
-87.88695412,42.43119735,9325200,$50.50
-87.88706071,42.43102377,9325200,$50.74
-87.88704702,42.43084562,9325200,$46.23
-87.88704921,42.43068142,9325200,$46.23
-87.88704175,42.43051709,9325200,$47.72
-87.88710884,42.43030057,9325200,$53.16
-87.88681671,42.43029912,9325200,$50.20
-87.88658681,42.43026538,9325200,$51.45
-87.88632448,42.43020385,9325200,$57.15
-87.88587952,42.43107849,9325200,$59.70
-87.88616439,42.43116948,9325200,$48.39
-87.88644106,42.43112397,9325200,$53.30
-87.88663788,42.43094228,9325200,$54.82
-87.88663575,42.43067467,9325200,$59.02
-87.88640969,42.43055457,9325200,$51.75
-87.88610888,42.43051935,9325200,$58.83
-87.89157543,42.43511748,9325260,$56.94
-87.89157358,42.43490457,9325260,$52.99
-87.89158384,42.43469927,9325260,$56.68
-87.89170548,42.43451729,9325260,$56.22
-87.89190115,42.43437767,9325260,$53.46
-87.89208637,42.4342494,9325260,$53.34
-87.89223951,42.43409498,9325260,$56.17
-87.89226828,42.43390247,9325260,$54.47
-87.89226198,42.43371948,9325260,$52.90
-87.89226658,42.43354116,9325260,$52.89
-87.89227119,42.43336283,9325260,$52.88
-87.89227579,42.43318451,9325260,$52.86
-87.89230193,42.43297355,9325260,$58.42
-87.89208008,42.43283716,9325260,$57.26
-87.89115155,42.43511111,9325260,$58.85
-87.891154,42.43490466,9325260,$53.93
-87.89114839,42.4347159,9325260,$55.43
-87.89115764,42.43451099,9325260,$57.32
-87.89133649,42.43435677,9325260,$55.08
-87.89154,42.43421395,9325260,$56.47
-87.89171943,42.43405009,9325260,$58.02
-87.89181186,42.43386389,9325260,$57.96
-87.89182621,42.43366291,9325260,$55.08
-87.89182368,42.43347739,9325260,$52.90
-87.89182839,42.43329965,9325260,$52.90
-87.89182668,42.43311521,9325260,$54.94
-87.89177375,42.43285013,9325260,$58.85
-87.8905517,42.43505178,9325260,$58.83
-87.89049337,42.43478747,9325260,$54.58
-87.8904843,42.43459653,9325260,$55.38
-87.89048882,42.43438704,9325260,$59.05
-87.89061753,42.43420103,9325260,$57.84
-87.89082345,42.43405653,9325260,$54.76
-87.89101519,42.4339203,9325260,$56.10
-87.89115199,42.433733,9325260,$58.36
-87.89115561,42.43353034,9325260,$52.87
-87.89116011,42.43335189,9325260,$52.94
-87.89116477,42.43317344,9325260,$52.86
-87.89116934,42.43299512,9325260,$52.86
-87.89117355,42.43279199,9325260,$58.85
-87.89025421,42.43506589,9325260,$56.15
-87.89003152,42.43494825,9325260,$57.23
-87.89003164,42.43473767,9325260,$54.52
-87.89004634,42.43455512,9325260,$52.83
-87.89004858,42.43437711,9325260,$52.86
-87.89004571,42.43417364,9325260,$58.10
-87.89024531,42.43403313,9325260,$52.90
-87.89043284,42.43390215,9325260,$56.21
-87.89061533,42.43374142,9325260,$58.06
-87.8907127,42.43355145,9325260,$57.95
-87.89072163,42.43335028,9325260,$54.70
-87.89072044,42.4331671,9325260,$52.89
-87.89072509,42.43298878,9325260,$52.86
-87.89073142,42.43278573,9325260,$58.85
-87.91868795,42.44107289,9300004,$16.60
-87.91410027,42.44093183,9323100,$70.57
-87.92049427,42.44002635,9300001,$0.00
-87.91568144,42.44000157,9323100,$197.59
-87.91568144,42.44000157,9323100,$197.59
-87.91468018,42.43639802,9318100,$46.87
-87.91959354,42.43877507,9300118,$21.33
-87.91959354,42.43877507,9300118,$21.33
-87.91959354,42.43877507,9300118,$21.33
-87.91601833,42.43814978,9318100,$23.45
-87.91601833,42.43814978,9318100,$23.45
-87.91491164,42.43874263,9318100,$47.77
-87.91491318,42.43831282,9318100,$43.77
-87.92255039,42.43726691,9300010,$0.01
-87.92298307,42.43629558,9326100,$50.11
-87.92198662,42.4365621,9326100,$94.43
-87.9212856,42.43686519,9326100,$72.28
-87.92098454,42.43712041,9326100,$73.73
-87.92062819,42.43732457,9326100,$72.07
-87.92003642,42.43738495,9326100,$72.18
-87.91908291,42.43737557,9326100,$72.16
-87.91847101,42.43728891,9326100,$72.09
-87.91796392,42.43722529,9326100,$72.94
-87.91741449,42.43721296,9326100,$81.29
-87.91670765,42.43725494,9300010,$0.01
