long,lat,neighborhood,wths_increase
-87.96860569,42.3946094,9805410,$175.96
-87.9667625,42.39418981,9800118,$5.43
-87.97204381,42.3937697,9805410,$176.42
-87.97054951,42.39371166,9805410,$175.75
-87.96851705,42.39346579,9800181,$176.34
-87.98267681,42.39299201,9807460,$103.50
-87.98243993,42.39269841,9807460,$107.00
-87.9824056,42.39236629,9807460,$94.74
-87.98244983,42.39204409,9807460,$85.44
-87.982574,42.39169609,9807460,$90.56
-87.98276663,42.39136923,9807460,$87.30
-87.98096802,42.3929198,9807460,$99.84
-87.98147033,42.39268244,9807460,$110.66
-87.98153506,42.39212768,9807460,$116.20
-87.98065295,42.39197962,9807460,$105.03
-87.97954661,42.39316316,9807460,$93.05
-87.97970278,42.39280975,9807460,$90.30
-87.97989644,42.39248939,9807460,$104.48
-87.98018178,42.39219348,9807460,$105.33
-87.9790118,42.39292164,9807460,$90.89
-87.979022,42.39249213,9807460,$87.49
-87.97922895,42.3921507,9807460,$87.15
-87.97941335,42.39184637,9807460,$88.31
-87.98200264,42.39152988,9807460,$102.56
-87.98151072,42.39151828,9807460,$92.70
-87.98108441,42.39146094,9807460,$90.24
-87.98067112,42.3914448,9807460,$87.60
-87.9802038,42.39150869,9807460,$98.33
-87.97947861,42.39151785,9807460,$103.49
-87.97817339,42.39267375,9807460,$90.59
-87.97821245,42.3921986,9807460,$92.43
-87.97831853,42.39181952,9807460,$88.44
-87.97837442,42.39149399,9807460,$90.09
-87.97737058,42.39279158,9808150,$108.24
-87.97761303,42.39244259,9808150,$100.77
-87.97762663,42.39196465,9808150,$90.04
-87.97752468,42.39154491,9808150,$100.72
-87.9767503,42.39282566,9808150,$104.01
-87.97620431,42.39274367,9808150,$105.22
-87.97551484,42.39276378,9808150,$111.51
-87.9737785,42.39265992,9808020,$0.01
-87.97661527,42.3919947,9808150,$104.07
-87.97656082,42.39160128,9808150,$91.08
-87.97536794,42.39224585,9808150,$85.84
-87.97565737,42.39188267,9808150,$101.91
-87.97586051,42.39149375,9808150,$100.32
-87.97519589,42.3912563,9808150,$95.10
-87.97499309,42.39156182,9808150,$91.67
-87.97475332,42.39186256,9808150,$101.94
-87.97434169,42.39196025,9808150,$101.12
-87.97385752,42.3919643,9808150,$88.41
-87.97360569,42.3919752,9808020,$0.01
-87.97327303,42.39202752,9808150,$100.02
-87.98227513,42.39082968,9807460,$83.65
-87.98174975,42.3908148,9807460,$83.85
-87.9811826,42.39077187,9807460,$83.64
-87.98260449,42.39039006,9807520,$41.85
-87.98234603,42.3903877,9807530,$41.85
-87.9820868,42.39038589,9807520,$41.85
-87.98182759,42.39038492,9807530,$41.85
-87.98156879,42.39038371,9807530,$41.85
-87.98130941,42.39038226,9807530,$41.85
-87.98101429,42.39038288,9807530,$51.55
-87.98034837,42.39077807,9807460,$84.19
-87.97984521,42.39084445,9807460,$84.41
-87.97939999,42.39087452,9807460,$86.43
-87.9789745,42.39085832,9807460,$83.73
-87.97855907,42.39085733,9807460,$84.37
-87.97814073,42.39085354,9807460,$87.69
-87.97747986,42.39102858,9808150,$85.04
-87.97748656,42.39073252,9808150,$84.98
-87.97749943,42.39043154,9808150,$85.31
-87.97756402,42.39010475,9808150,$88.93
-87.97761984,42.38969726,9808150,$100.92
-87.97760678,42.38924141,9808150,$101.95
-87.97748808,42.38885364,9808150,$107.65
-87.97660354,42.38890025,9808150,$87.32
-87.97740743,42.38774529,9872380,$658.28
-87.97740743,42.38774529,9872380,$658.28
-87.97740743,42.38774529,9872380,$658.28
-87.97710822,42.38840423,9808020,$0.01
-87.97698696,42.38870945,9808050,$224.07
-87.97707991,42.38863669,9808050,$213.40
-87.97716037,42.38859697,9808050,$236.74
-87.97723073,42.3885498,9808050,$209.48
-87.97732831,42.3884796,9808070,$231.09
-87.98046409,42.39037878,9807520,$51.55
-87.98013229,42.39039253,9807530,$51.84
-87.98099201,42.38836265,9808020,$0.01
-87.97985883,42.39026865,9807520,$39.05
-87.97964913,42.39009656,9807530,$39.05
-87.97957207,42.38988559,9807530,$35.85
-87.97956431,42.3896864,9807520,$31.69
-87.97953539,42.38948408,9807530,$41.16
-87.9789241,42.38974682,9807530,$50.85
-87.97865957,42.38953266,9807530,$50.85
-87.97870945,42.38924656,9807530,$50.85
-87.97900885,42.38911045,9807530,$41.17
-87.97929736,42.38907807,9807530,$32.34
-87.97956847,42.389038,9807520,$35.40
-87.97985905,42.38900788,9807520,$35.28
-87.98014136,42.38900588,9807530,$35.24
-87.98041936,42.38900735,9807530,$35.24
-87.98069666,42.38900896,9807520,$35.24
-87.98097126,42.38901111,9807530,$34.51
-87.98125312,42.3890079,9807530,$37.31
-87.98153656,42.38895924,9807520,$37.32
-87.98206746,42.3887447,9807530,$41.67
-87.98188925,42.38857696,9807520,$32.89
-87.98171792,42.388428,9807520,$34.28
-87.98156601,42.38825718,9807530,$35.58
-87.98147229,42.3880571,9807530,$35.58
-87.98144433,42.3878512,9807530,$34.29
-87.98144879,42.38765441,9807520,$32.88
-87.97685872,42.38821458,9808050,$212.51
-87.97701419,42.38824978,9808070,$203.98
-87.9767724,42.38818656,9808050,$207.49
-87.97665706,42.38818717,9808050,$209.48
-87.97653354,42.38814934,9808070,$199.37
-87.98064208,42.38778103,9807490,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807490,$24.34
-87.98064208,42.38778103,9807490,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807490,$24.34
-87.9788578,42.38846065,9807490,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807490,$24.34
-87.9788578,42.38846065,9807490,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807490,$24.34
-87.9788578,42.38846065,9807490,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807490,$24.34
-87.9788578,42.38846065,9807490,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807490,$24.34
-87.98064208,42.38778103,9807490,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807490,$24.34
-87.98064208,42.38778103,9807490,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807480,$24.34
-87.98064208,42.38778103,9807490,$24.34
-87.9788578,42.38846065,9807490,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807480,$24.34
-87.9788578,42.38846065,9807490,$24.34
-87.97601729,42.39226351,9808020,$0.01
-87.97652997,42.39100106,9808150,$93.51
-87.97637671,42.39057481,9808150,$86.10
-87.97644379,42.39029518,9808150,$85.86
-87.97658836,42.38999473,9808150,$84.18
-87.97672947,42.38961923,9808150,$85.20
-87.97597566,42.39087271,9808150,$84.54
-87.97547027,42.39070787,9808150,$84.74
-87.97496192,42.39056416,9808150,$84.46
-87.97627222,42.38944687,9808150,$85.39
-87.97595065,42.38983614,9808150,$87.19
-87.97567544,42.3901068,9808150,$86.09
-87.97530024,42.3901829,9808150,$93.22
-87.97467201,42.39022041,9808150,$87.14
-87.97429364,42.39102274,9808150,$94.56
-87.97396785,42.39070993,9808150,$83.99
-87.97382194,42.3903301,9808150,$90.17
-87.97381286,42.39121887,9808150,$94.56
-87.97334902,42.39125936,9808150,$85.73
-87.97508833,42.3893859,9808170,$48.19
-87.97498643,42.38924351,9808170,$34.93
-87.97470024,42.38914786,9808160,$44.23
-87.974507,42.38922289,9808160,$39.19
-87.97429528,42.38928971,9808170,$48.36
-87.97465981,42.38967303,9808170,$43.95
-87.9735714,42.38914459,9808160,$44.37
-87.97335964,42.38902336,9808170,$39.60
-87.9735784,42.38954549,9808160,$43.83
-87.97337492,42.38963176,9808160,$44.09
-87.9731392,42.38965814,9808170,$43.69
-87.97561485,42.38868724,9808160,$44.91
-87.97545716,42.38897596,9808160,$44.45
-87.97522801,42.38895786,9808170,$41.11
-87.97485863,42.38882511,9808160,$44.54
-87.97490398,42.38865086,9808170,$47.47
-87.97404364,42.38900035,9808170,$46.97
-87.97324254,42.38840604,9808170,$47.04
-87.97310493,42.38823899,9808160,$44.02
-87.97389549,42.38842652,9808160,$269.96
-87.97569552,42.38900185,9808020,$0.01
-87.97565715,42.3888725,9808170,$39.14
-87.9749855,42.38897769,9808160,$244.32
-87.97376706,42.38905236,9808020,$0.01
-87.97384323,42.38892195,9808170,$42.97
-87.97438474,42.38878249,9808160,$275.32
-87.97358426,42.38896132,9808020,$0.01
-87.97366863,42.38883619,9808170,$37.62
-87.97535405,42.389453,9808020,$0.01
-87.97518071,42.38955377,9808160,$44.71
-87.97343082,42.38881583,9808020,$0.01
-87.97355286,42.38870864,9808170,$39.01
-87.97371364,42.38856256,9808160,$235.20
-87.97314302,42.38910066,9808170,$41.74
-87.97441582,42.38859275,9808160,$41.07
-87.97316253,42.38878481,9808170,$41.74
-87.97508535,42.3885541,9808020,$0.01
-87.9744158,42.3895833,9808170,$298.50
-87.97421813,42.38945121,9808160,$277.60
-87.97428078,42.38897028,9808170,$311.99
-87.97394905,42.38943079,9808020,$0.01
-87.97377225,42.3894665,9808170,$41.74
-87.97397108,42.38920808,9808020,$0.01
-87.97378485,42.38929003,9808170,$47.79
-87.97774428,42.38669659,9872300,$542.52
-87.97774428,42.38669659,9872300,$542.52
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807480,$24.34
-87.97934624,42.38651314,9807490,$24.34
-87.97537704,42.38755428,9800040,$0.00
-87.97242003,42.38614784,9808020,$0.01
-87.97359115,42.38793573,9808050,$221.64
-87.9737047,42.3878325,9808050,$211.45
-87.97375379,42.38777153,9808050,$229.63
-87.97381084,42.38771793,9808050,$211.45
-87.97389641,42.38764735,9808070,$228.56
-87.97372341,42.38684836,9808070,$231.09
-87.97371463,42.38674449,9808050,$213.76
-87.97374581,42.38667512,9808050,$209.82
-87.97372073,42.38658459,9808050,$227.99
-87.97459941,42.38771142,9808070,$231.09
-87.97446719,42.38768501,9808050,$213.76
-87.97437178,42.38766468,9808050,$209.82
-87.97424643,42.38763909,9808050,$227.99
-87.97473552,42.38810754,9808050,$213.76
-87.9747652,42.38804061,9808050,$211.45
-87.97333108,42.3870386,9808050,$213.76
-87.97323684,42.38704873,9808050,$207.49
-87.97345667,42.38701823,9808070,$203.98
-87.97309918,42.38704582,9808070,$30.34
-87.97464823,42.38823539,9808070,$228.56
-87.97479862,42.38794879,9808050,$225.51
-87.97352997,42.38639767,9808070,$203.98
-87.97341492,42.38634937,9808050,$209.91
-87.97331982,42.38632716,9808050,$212.51
-87.97318638,42.38629951,9808070,$199.37
-87.97568222,42.38795352,9808020,$0.01
-87.97536915,42.38772236,9800040,$0.00
-87.97672289,42.38641497,9871240,$708.35
-87.97672289,42.38641497,9871240,$708.35
-87.97531706,42.38680004,9871220,"$3,728.86"
-87.97531706,42.38680004,9871220,"$3,728.86"
-87.97531706,42.38680004,9871220,"$3,728.86"
-87.97531706,42.38680004,9871220,"$3,728.86"
-87.97531706,42.38680004,9871220,"$3,728.86"
-87.97531706,42.38680004,9871220,"$3,728.86"
-87.97318732,42.38667863,9808020,$0.01
-87.98261618,42.38991714,9807530,$49.40
-87.98262185,42.38969266,9807520,$41.64
-87.98263652,42.38948464,9807530,$42.09
-87.98225305,42.3897614,9807520,$52.84
-87.98198167,42.389829,9807520,$48.90
-87.98170805,42.38986395,9807530,$38.87
-87.98143976,42.38986281,9807520,$41.64
-87.98116211,42.38986162,9807530,$41.64
-87.98088445,42.38986073,9807520,$41.64
-87.98061577,42.38985935,9807530,$38.87
-87.98025456,42.3898481,9807530,$53.82
-87.98258615,42.38927355,9807520,$43.96
-87.98238857,42.38908979,9807530,$50.48
-87.98212465,42.38931801,9807520,$45.91
-87.98187352,42.3894318,9807520,$50.40
-87.98158846,42.38949481,9807530,$52.03
-87.98125777,42.38951004,9807520,$49.49
-87.98096322,42.38950539,9807530,$39.32
-87.98070317,42.38950264,9807520,$38.87
-87.98044429,42.38950139,9807520,$38.87
-87.98014574,42.38949853,9807520,$50.51
-87.98277121,42.38851387,9807530,$51.46
-87.98259446,42.38837273,9807530,$48.97
-87.9824172,42.38823218,9807520,$45.31
-87.98217452,42.38808448,9807530,$48.26
-87.98240502,42.38782765,9807530,$49.98
-87.98205167,42.38781051,9807530,$40.75
-87.98262161,42.3873339,9807530,$42.06
-87.98234938,42.38732631,9807520,$39.95
-87.98202895,42.38731232,9807530,$51.96
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807480,$24.34
-87.97950715,42.38744811,9807490,$24.34
-87.96807489,42.38669941,9871240,$888.25
-87.96779276,42.38608541,9877770,$168.59
-87.96727751,42.39245472,9805410,$175.82
-87.96727664,42.39129001,9805410,$175.80
-87.96697728,42.39005694,9800181,$105.75
-87.97222615,42.39280549,9808150,$103.23
-87.97160716,42.39285856,9808150,$98.36
-87.97087354,42.39288129,9808150,$101.55
-87.97018774,42.39279263,9808150,$101.03
-87.96962347,42.39278899,9808150,$96.85
-87.96902636,42.39285014,9808150,$98.47
-87.96846986,42.39273452,9808150,$104.34
-87.96837784,42.39224707,9808150,$92.17
-87.96839419,42.39175444,9808150,$86.82
-87.96840939,42.39128479,9808150,$88.77
-87.96854061,42.39083131,9808150,$106.73
-87.96909455,42.39071469,9808150,$83.98
-87.96923249,42.38876551,9808020,$0.01
-87.9711206,42.39029476,9808150,$84.84
-87.9711643,42.38977587,9808150,$84.26
-87.97123245,42.38934735,9808150,$84.93
-87.97149559,42.38912645,9808150,$83.62
-87.9719841,42.38899099,9808150,$84.70
-87.97180441,42.38863669,9808180,$56.26
-87.97145672,42.38873168,9808180,$47.23
-87.97113622,42.38877614,9808180,$45.55
-87.97082127,42.38878394,9808180,$45.84
-87.97050695,42.38875149,9808180,$45.30
-87.97018991,42.38873008,9808180,$46.11
-87.96982173,42.38869328,9808180,$64.34
-87.96950415,42.38856021,9808180,$69.23
-87.97192234,42.38790884,9808180,$47.70
-87.97174986,42.38772588,9808180,$45.70
-87.97159061,42.38754785,9808180,$44.30
-87.97147425,42.38736354,9808180,$44.34
-87.97138725,42.38717061,9808180,$44.21
-87.9713357,42.38696023,9808180,$44.47
-87.97132197,42.38674242,9808180,$44.27
-87.97131894,42.38647177,9808180,$66.59
-87.9711866,42.38616403,9808180,$73.61
-87.97076992,42.38609627,9808180,$68.57
-87.97041933,42.38610188,9808180,$65.84
-87.97005268,42.38606417,9808180,$69.48
-87.96944155,42.38825917,9808180,$57.27
-87.9694555,42.38800353,9808180,$49.04
-87.96948017,42.38778934,9808180,$48.21
-87.96947209,42.38758219,9808180,$49.83
-87.9694486,42.38737418,9808180,$45.48
-87.96939907,42.38716102,9808180,$45.45
-87.96937367,42.38692813,9808180,$44.49
-87.96941499,42.38668877,9808180,$47.31
-87.96954787,42.38645878,9808180,$48.30
-87.9697375,42.38621094,9808180,$66.86
-87.97233262,42.38768827,9808050,$272.56
-87.97228993,42.38762332,9808050,$232.11
-87.97221768,42.3875491,9808070,$252.12
-87.97243026,42.38784436,9808050,$248.82
-87.97238271,42.38775866,9808050,$238.32
-87.97298193,42.38755969,9808070,$203.98
-87.97292794,42.38742337,9808070,$203.98
-87.97286894,42.38733671,9808050,$213.40
-87.9728246,42.38727432,9808050,$207.49
-87.97278516,42.38721086,9808050,$213.76
-87.97271736,42.38707179,9808070,$199.37
-87.97214831,42.38741318,9808070,$203.98
-87.97211973,42.38731883,9808050,$213.76
-87.9720925,42.38725474,9808050,$211.41
-87.97206174,42.38716505,9808070,$203.98
-87.97212288,42.38700765,9808070,$203.98
-87.97205162,42.38691111,9808050,$209.82
-87.97199583,42.38685251,9808050,$211.41
-87.97194485,42.38678595,9808050,$213.76
-87.97189294,42.38670118,9808070,$199.37
-87.9728876,42.38646688,9808070,$201.50
-87.9727734,42.38638924,9808050,$212.09
-87.97269204,42.38634872,9808050,$213.69
-87.97257728,42.38629844,9808070,$206.16
-87.97228934,42.38631574,9808070,$201.50
-87.97218551,42.38637474,9808050,$209.72
-87.97210938,42.38641868,9808050,$215.72
-87.97200074,42.38647884,9808070,$206.16
-87.97308444,42.38784945,9808070,$203.98
-87.97303552,42.38772258,9808050,$211.08
-87.97301418,42.38765272,9808050,$213.40
-87.96581569,42.38776238,9872350,"$23,734.32"
-87.96581569,42.38776238,9872350,"$23,734.32"
-87.96581569,42.38776238,9872350,"$23,734.32"
-87.96581569,42.38776238,9872350,"$23,734.32"
-87.96581569,42.38776238,9872350,"$23,734.32"
-87.96745687,42.38608296,9877770,$149.89
-87.96409556,42.38622572,9870100,$714.88
-87.96474826,42.39274169,9800181,"$1,835.69"
-87.96474826,42.39274169,9800181,"$1,835.69"
-87.96474826,42.39274169,9800181,"$1,835.69"
-87.96474826,42.39274169,9800181,"$1,835.69"
-87.96474826,42.39274169,9800181,"$1,835.69"
-87.96474826,42.39274169,9800181,"$1,835.69"
-87.96474826,42.39274169,9800181,"$1,835.69"
-87.96474826,42.39274169,9800181,"$1,835.69"
-87.96474826,42.39274169,9800181,"$1,835.69"
-87.96568531,42.39115189,9800118,$2.73
-87.96511607,42.39035571,9805410,$115.62
-87.96403374,42.39028324,9805410,$138.74
-87.9729366,42.39148473,9808150,$85.98
-87.97141095,42.39131102,9808020,$0.01
-87.97208117,42.39194123,9808150,$99.80
-87.97161696,42.39204307,9808150,$105.00
-87.9711924,42.3921079,9808150,$100.41
-87.97119059,42.39104046,9808150,$96.59
-87.97182357,42.39099326,9808150,$107.22
-87.9720734,42.39068704,9808150,$104.14
-87.97208532,42.39030886,9808150,$85.34
-87.97202209,42.38997824,9808150,$95.79
-87.97223063,42.38963953,9808150,$101.30
-87.96920232,42.39218053,9808150,$88.32
-87.96920469,42.39177133,9808150,$89.51
-87.96927164,42.39134772,9808150,$87.61
-87.97141464,42.38819136,9808180,$66.15
-87.97102032,42.38792487,9808180,$64.10
-87.97081883,42.3877301,9808180,$67.29
-87.97071131,42.38749001,9808180,$66.34
-87.97066428,42.38723684,9808180,$55.35
-87.97063939,42.3869955,9808180,$50.29
-87.97066427,42.38671255,9808180,$54.40
-87.97110053,42.38825882,9808180,$49.29
-87.97081327,42.38825705,9808180,$49.00
-87.97051626,42.38817028,9808180,$64.18
-87.97015886,42.38822647,9808180,$52.13
-87.97016629,42.38797928,9808180,$44.52
-87.97023602,42.38775993,9808180,$53.28
-87.970203,42.38751778,9808180,$49.57
-87.97016516,42.38728547,9808180,$51.00
-87.9701144,42.38706837,9808180,$51.43
-87.97008301,42.38685349,9808180,$52.86
-87.97026411,42.38665518,9808180,$59.29
-87.9728814,42.38882255,9808170,$47.51
-87.97259565,42.38878661,9808170,$42.68
-87.97254009,42.38843078,9808160,$43.27
-87.97255765,42.38859612,9808170,$297.35
-87.9728238,42.38935921,9808160,$321.01
-87.97296121,42.38921022,9808160,$318.68
-87.97260102,42.38827075,9808170,$40.18
-87.97239738,42.38826822,9808020,$0.01
-87.96305045,42.39401439,9800020,$0.00
-87.96265302,42.39390768,9800600,$26.17
-87.96256281,42.39351454,9800500,$181.04
-87.96037926,42.39874414,9805410,$0.01
-87.95838236,42.39964941,9805410,$111.74
-87.95778262,42.39887953,9805410,$93.75
-87.95694715,42.39838836,9805410,$89.24
-87.95594675,42.3981245,9805410,$98.12
-87.96107456,42.39693668,9805410,$191.68
-87.9609904,42.3957046,9805410,$186.86
-87.96062381,42.39470033,9805410,$178.79
-87.95933156,42.39718104,9805410,$188.26
-87.95859704,42.39608636,9805410,$188.30
-87.95835952,42.39487692,9805410,$189.55
-87.95631907,42.39554261,9805410,$184.19
-87.9564194,42.3946153,9805410,$178.59
-87.95672135,42.39959021,9805410,$153.99
-87.95548587,42.40009331,9805410,$92.08
-87.955494,42.39926808,9805410,$112.58
-87.95392382,42.39995534,9805410,$90.45
-87.95410212,42.39926449,9805410,$100.81
-87.95456351,42.39813273,9805410,$112.50
-87.95357005,42.39825129,9805410,$120.03
-87.95426979,42.39718094,9805410,$156.02
-87.95408926,42.39637371,9805410,$119.23
-87.95409619,42.39563156,9805410,$116.32
-87.95418384,42.39497123,9805410,$99.68
-87.95419695,42.39437721,9805410,$108.52
-87.96067139,42.39380239,9877770,$269.03
-87.94397577,42.39374306,9800500,$153.69
-87.94770778,42.39446634,9800118,$6.60
-87.94581417,42.39478785,9800050,$0.00
-87.95142873,42.39554856,9800118,$27.71
-87.95276498,42.39962081,9805410,$121.21
-87.95171651,42.39946451,9805410,$128.87
-87.95014821,42.39915314,9805410,$190.41
-87.9526348,42.39815488,9805410,$136.59
-87.95169425,42.39793344,9805410,$133.13
-87.95022288,42.39768596,9805410,$193.25
-87.95156027,42.39306789,9877770,$148.37
-87.94371348,42.39522344,9810500,$0.01
-87.94392901,42.39924773,9810600,$107.32
-87.94371378,42.3986978,9810600,$107.34
-87.94369421,42.39829305,9810600,$112.72
-87.94366936,42.39787486,9810600,$112.54
-87.94364654,42.39746141,9810600,$112.56
-87.94363369,42.39703772,9810600,$113.08
-87.94768509,42.40008109,9810700,$0.01
-87.94769952,42.39982063,9810700,$102.14
-87.94772231,42.39940938,9810700,$102.14
-87.94774509,42.39899813,9810700,$81.71
-87.94776788,42.39858688,9810700,$81.71
-87.94781345,42.39776437,9810700,$81.71
-87.94788781,42.39729461,9810700,$90.90
-87.94780305,42.3968099,9810700,$91.32
-87.94716325,42.39661637,9810700,$105.13
-87.94650966,42.39649799,9810700,$106.03
-87.94586411,42.39628121,9810700,$102.30
-87.94511661,42.39927983,9810700,$110.17
-87.94511251,42.39884829,9810700,$102.46
-87.9450915,42.39843689,9810700,$102.34
-87.94507065,42.39802547,9810700,$102.23
-87.94504972,42.39761417,9810700,$102.11
-87.94503467,42.39720258,9810700,$102.06
-87.9450427,42.39681709,9810700,$102.99
-87.94496684,42.39658346,9810700,$0.01
-87.94491339,42.3961725,9810700,$123.95
-87.94778662,42.3981755,9810700,$81.71
-87.94666028,42.39966563,9810700,$103.72
-87.94673128,42.39900067,9810700,$102.02
-87.94607182,42.39947895,9810700,$106.78
-87.94613883,42.39879319,9810700,$102.30
-87.94612831,42.39816187,9810700,$102.15
-87.94612112,42.39758327,9810700,$102.13
-87.94635049,42.39715864,9810700,$103.43
-87.94676137,42.3983195,9810700,$101.32
-87.94682613,42.39764013,9810700,$102.06
-87.94575651,42.40019328,9810700,$102.02
-87.94503508,42.40000226,9810700,$112.33
-87.96276259,42.38824638,9874520,$700.69
-87.95960106,42.38601322,9870100,"$1,483.78"
-87.95339552,42.38722906,9872350,"$2,886.50"
-87.96238653,42.38593344,9872340,"$3,744.35"
-87.96238653,42.38593344,9872340,"$3,744.35"
